doc_id,sentence_id,token_id,token,lemma,pos,entity
text289,6,5,us,we,PRON,
text289,6,6,to,to,PART,
text289,6,7,organize,organize,VERB,
text289,6,8,how,how,SCONJ,
text289,6,9,these,these,DET,
text289,6,10,attributes,attribute,NOUN,
text289,6,11,may,may,AUX,
text289,6,12,affect,affect,VERB,
text289,6,13,and,and,CCONJ,
text289,6,14,be,be,AUX,
text289,6,15,affected,affect,VERB,
text289,6,16,by,by,ADP,
text289,6,17,larger,large,ADJ,
text289,6,18,socioeconomic,socioeconomic,ADJ,
text289,6,19,",",",",PUNCT,
text289,6,20,political,political,ADJ,
text289,6,21,",",",",PUNCT,
text289,6,22,and,and,CCONJ,
text289,6,23,ecological,ecological,ADJ,
text289,6,24,settings,setting,NOUN,
text289,6,25,in,in,ADP,
text289,6,26,which,which,PRON,
text289,6,27,they,they,PRON,
text289,6,28,are,be,AUX,
text289,6,29,embedded,embed,VERB,
text289,6,30,",",",",PUNCT,
text289,6,31,as,as,ADV,
text289,6,32,well,well,ADV,
text289,6,33,as,as,ADP,
text289,6,34,smaller,small,ADJ,
text289,6,35,ones,one,NOUN,
text289,6,36,.,.,PUNCT,
text289,7,1,The,the,DET,
text289,7,2,framework,framework,NOUN,
text289,7,3,is,be,AUX,
text289,7,4,intended,intend,VERB,
text289,7,5,to,to,PART,
text289,7,6,be,be,AUX,
text289,7,7,a,a,DET,
text289,7,8,step,step,NOUN,
text289,7,9,toward,toward,ADP,
text289,7,10,building,build,VERB,
text289,7,11,a,a,DET,
text289,7,12,strong,strong,ADJ,
text289,7,13,interdisciplinary,interdisciplinary,ADJ,
text289,7,14,science,science,NOUN,
text289,7,15,of,of,ADP,
text289,7,16,complex,complex,ADJ,
text289,7,17,",",",",PUNCT,
text289,7,18,multilevel,multilevel,ADJ,
text289,7,19,systems,system,NOUN,
text289,7,20,that,that,PRON,
text289,7,21,will,will,AUX,
text289,7,22,enable,enable,VERB,
text289,7,23,future,future,ADJ,
text289,7,24,diagnosticians,diagnostician,NOUN,
text289,7,25,to,to,PART,
text289,7,26,match,match,VERB,
text289,7,27,governance,governance,NOUN,
text289,7,28,arrangements,arrangement,NOUN,
text289,7,29,to,to,ADP,
text289,7,30,specific,specific,ADJ,
text289,7,31,problems,problem,NOUN,
text289,7,32,embedded,embed,VERB,
text289,7,33,in,in,ADP,
text289,7,34,a,a,DET,
text289,7,35,social,social,ADJ,
text289,7,36,-,-,PUNCT,
text289,7,37,ecological,ecological,ADJ,
text289,7,38,context,context,NOUN,
text289,7,39,.,.,PUNCT,
text290,1,1,Effective,effective,ADJ,
text290,1,2,conservation,conservation,NOUN,
text290,1,3,requires,require,VERB,
text290,1,4,people,people,NOUN,
text290,1,5,to,to,PART,
text290,1,6,make,make,VERB,
text290,1,7,choices,choice,NOUN,
text290,1,8,about,about,ADP,
text290,1,9,how,how,SCONJ,
text290,1,10,they,they,PRON,
text290,1,11,interact,interact,VERB,
text290,1,12,with,with,ADP,
text290,1,13,the,the,DET,
text290,1,14,environment,environment,NOUN,
text290,1,15,.,.,PUNCT,
text290,2,1,Social,social,ADJ,
text290,2,2,characteristics,characteristic,NOUN,
text290,2,3,influence,influence,VERB,
text290,2,4,the,the,DET,
text290,2,5,likelihood,likelihood,NOUN,
text290,2,6,of,of,ADP,
text290,2,7,establishing,establish,VERB,
text290,2,8,conservation,conservation,NOUN,
text290,2,9,actions,action,NOUN,
text290,2,10,with,with,ADP,
text290,2,11,strong,strong,ADJ,
text290,2,12,compliance,compliance,NOUN,
text290,2,13,(,(,PUNCT,
text290,2,14,hereafter,hereafter,X,
text290,2,15,`,`,PUNCT,
text290,2,16,`,`,PUNCT,
text290,2,17,feasibility,feasibility,NOUN,
text290,2,18,{,{,PUNCT,
text290,2,19,'','',PUNCT,
text290,2,20,},},PUNCT,
text290,2,21,),),PUNCT,
text290,2,22,",",",",PUNCT,
text290,2,23,but,but,CCONJ,
text290,2,24,are,be,AUX,
text290,2,25,rarely,rarely,ADV,
text290,2,26,considered,consider,VERB,
text290,2,27,in,in,ADP,
text290,2,28,conservation,conservation,NOUN,
text290,2,29,planning,planning,NOUN,
text290,2,30,.,.,PUNCT,
text290,3,1,Our,our,PRON,
text290,3,2,study,study,NOUN,
text290,3,3,makes,make,VERB,
text290,3,4,two,two,NUM,CARDINAL_B
text290,3,5,contributions,contribution,NOUN,
text290,3,6,to,to,PART,
text290,3,7,understand,understand,VERB,
text290,3,8,feasibility,feasibility,NOUN,
text290,3,9,.,.,PUNCT,
text290,4,1,First,first,ADV,ORDINAL_B
text290,4,2,",",",",PUNCT,
text290,4,3,we,we,PRON,
text290,4,4,explicitly,explicitly,ADV,
text290,4,5,test,test,VERB,
text290,4,6,the,the,DET,
text290,4,7,associations,association,NOUN,
text290,4,8,between,between,ADP,
text290,4,9,social,social,ADJ,
text290,4,10,characteristics,characteristic,NOUN,
text290,4,11,and,and,CCONJ,
text290,4,12,the,the,DET,
text290,4,13,presence,presence,NOUN,
text290,4,14,and,and,CCONJ,
text290,4,15,form,form,NOUN,
text290,4,16,of,of,ADP,
text290,4,17,resource,resource,NOUN,
text290,4,18,management,management,NOUN,
text290,4,19,.,.,PUNCT,
text290,5,1,Second,second,ADV,ORDINAL_B
text290,5,2,",",",",PUNCT,
text290,5,3,we,we,PRON,
text290,5,4,compare,compare,VERB,
text290,5,5,the,the,DET,
text290,5,6,ability,ability,NOUN,
text290,5,7,of,of,ADP,
text290,5,8,different,different,ADJ,
text290,5,9,types,type,NOUN,
text290,5,10,of,of,ADP,
text290,5,11,data,datum,NOUN,
text290,5,12,to,to,PART,
text290,5,13,elucidate,elucidate,VERB,
text290,5,14,feasibility,feasibility,NOUN,
text290,5,15,.,.,PUNCT,
text290,6,1,We,we,PRON,
text290,6,2,use,use,VERB,
text290,6,3,Ostrom,Ostrom,PROPN,ORG_B
text290,6,4,'s,'s,PART,
text290,6,5,(,(,PUNCT,
text290,6,6,2007,2007,NUM,
text290,6,7,),),PUNCT,
text290,6,8,thinking,thinking,NOUN,
text290,6,9,on,on,ADP,
text290,6,10,social,social,ADJ,
text290,6,11,-,-,PUNCT,
text290,6,12,ecological,ecological,ADJ,
text290,6,13,systems,system,NOUN,
text290,6,14,and,and,CCONJ,
text290,6,15,literature,literature,NOUN,
text290,6,16,on,on,ADP,
text290,6,17,resource,resource,NOUN,
text290,6,18,management,management,NOUN,
text290,6,19,in,in,ADP,
text290,6,20,Melanesia,Melanesia,PROPN,GPE_B
text290,6,21,to,to,PART,
text290,6,22,create,create,VERB,
text290,6,23,a,a,DET,
text290,6,24,context,context,NOUN,
text290,6,25,-,-,PUNCT,
text290,6,26,specific,specific,ADJ,
text290,6,27,framework,framework,NOUN,
text290,6,28,to,to,PART,
text290,6,29,identify,identify,VERB,
text290,6,30,social,social,ADJ,
text290,6,31,characteristics,characteristic,NOUN,
text290,6,32,that,that,PRON,
text290,6,33,influence,influence,VERB,
text290,6,34,feasibility,feasibility,NOUN,
text290,6,35,for,for,ADP,
text290,6,36,conservation,conservation,NOUN,
text290,6,37,management,management,NOUN,
text290,6,38,.,.,PUNCT,
text290,7,1,We,we,PRON,
text290,7,2,then,then,ADV,
text290,7,3,apply,apply,VERB,
text290,7,4,this,this,DET,
text290,7,5,framework,framework,NOUN,
text290,7,6,and,and,CCONJ,
text290,7,7,test,test,NOUN,
text290,7,8,for,for,ADP,
text290,7,9,associations,association,NOUN,
text290,7,10,between,between,ADP,
text290,7,11,the,the,DET,
text290,7,12,presence,presence,NOUN,
text290,7,13,and,and,CCONJ,
text290,7,14,form,form,NOUN,
text290,7,15,of,of,ADP,
text290,7,16,management,management,NOUN,
text290,7,17,on,on,ADP,
text290,7,18,one,one,NUM,
text290,7,19,hand,hand,NOUN,
text290,7,20,and,and,CCONJ,
text290,7,21,social,social,ADJ,
text290,7,22,characteristics,characteristic,NOUN,
text290,7,23,on,on,ADP,
text290,7,24,the,the,DET,
text290,7,25,other,other,ADJ,
text290,7,26,",",",",PUNCT,
text290,7,27,using,use,VERB,
text290,7,28,data,datum,NOUN,
text290,7,29,collected,collect,VERB,
text290,7,30,at,at,ADP,
text290,7,31,different,different,ADJ,
text290,7,32,resolutions,resolution,NOUN,
text290,7,33,.,.,PUNCT,
text290,8,1,We,we,PRON,
text290,8,2,found,find,VERB,
text290,8,3,that,that,SCONJ,
text290,8,4,conservation,conservation,NOUN,
text290,8,5,feasibility,feasibility,NOUN,
text290,8,6,was,be,AUX,
text290,8,7,associated,associate,VERB,
text290,8,8,with,with,ADP,
text290,8,9,characteristics,characteristic,NOUN,
text290,8,10,of,of,ADP,
text290,8,11,the,the,DET,
text290,8,12,governance,governance,NOUN,
text290,8,13,system,system,NOUN,
text290,8,14,",",",",PUNCT,
text290,8,15,users,user,NOUN,
text290,8,16,",",",",PUNCT,
text290,8,17,and,and,CCONJ,
text290,8,18,the,the,DET,
text290,8,19,social,social,ADJ,
text290,8,20,",",",",PUNCT,
text290,8,21,economic,economic,ADJ,
text290,8,22,",",",",PUNCT,
text290,8,23,and,and,CCONJ,
text290,8,24,political,political,ADJ,
text290,8,25,setting,setting,NOUN,
text290,8,26,.,.,PUNCT,
text290,9,1,Villages,village,NOUN,
text290,9,2,with,with,ADP,
text290,9,3,different,different,ADJ,
text290,9,4,forms,form,NOUN,
text290,9,5,of,of,ADP,
text290,9,6,management,management,NOUN,
text290,9,7,were,be,AUX,
text290,9,8,more,more,ADV,
text290,9,9,similar,similar,ADJ,
text290,9,10,to,to,ADP,
text290,9,11,each,each,DET,
text290,9,12,other,other,ADJ,
text290,9,13,socially,socially,ADV,
text290,9,14,than,than,ADP,
text290,9,15,to,to,ADP,
text290,9,16,villages,village,NOUN,
text290,9,17,without,without,ADP,
text290,9,18,management,management,NOUN,
text290,9,19,.,.,PUNCT,
text290,10,1,Social,social,ADJ,
text290,10,2,data,datum,NOUN,
text290,10,3,collected,collect,VERB,
text290,10,4,at,at,ADP,
text290,10,5,the,the,DET,
text290,10,6,resolution,resolution,NOUN,
text290,10,7,of,of,ADP,
text290,10,8,households,household,NOUN,
text290,10,9,accounted,account,VERB,
text290,10,10,for,for,ADP,
text290,10,11,over,over,ADP,
text290,10,12,double,double,DET,
text290,10,13,the,the,DET,
text290,10,14,variation,variation,NOUN,
text290,10,15,in,in,ADP,
text290,10,16,the,the,DET,
text290,10,17,form,form,NOUN,
text290,10,18,and,and,CCONJ,
text290,10,19,presence,presence,NOUN,
text290,10,20,of,of,ADP,
text290,10,21,management,management,NOUN,
text290,10,22,compared,compare,VERB,
text290,10,23,to,to,ADP,
text290,10,24,data,datum,NOUN,
text290,10,25,at,at,ADP,
text290,10,26,the,the,DET,
text290,10,27,resolution,resolution,NOUN,
text290,10,28,of,of,ADP,
text290,10,29,villages,village,NOUN,
text290,10,30,.,.,PUNCT,
text290,11,1,Our,our,PRON,
text290,11,2,methods,method,NOUN,
text290,11,3,can,can,AUX,
text290,11,4,be,be,AUX,
text290,11,5,adapted,adapt,VERB,
text290,11,6,to,to,ADP,
text290,11,7,conservation,conservation,NOUN,
text290,11,8,planning,planning,NOUN,
text290,11,9,initiatives,initiative,NOUN,
text290,11,10,in,in,ADP,
text290,11,11,other,other,ADJ,
text290,11,12,socioeconomic,socioeconomic,ADJ,
text290,11,13,settings,setting,NOUN,
text290,11,14,.,.,PUNCT,
text291,1,1,The,the,DET,
text291,1,2,aim,aim,NOUN,
text291,1,3,of,of,ADP,
text291,1,4,this,this,DET,
text291,1,5,study,study,NOUN,
text291,1,6,is,be,AUX,
text291,1,7,to,to,PART,
text291,1,8,describe,describe,VERB,
text291,1,9,how,how,SCONJ,
text291,1,10,small,small,ADJ,
text291,1,11,-,-,PUNCT,
text291,1,12,scale,scale,NOUN,
text291,1,13,fishery,fishery,NOUN,
text291,1,14,(,(,PUNCT,
text291,1,15,SSF,SSF,PROPN,ORG_B
text291,1,16,),),PUNCT,
text291,1,17,organizations,organization,NOUN,
text291,1,18,of,of,ADP,
text291,1,19,the,the,DET,ORG_B
text291,1,20,Centla,Centla,PROPN,ORG_I
text291,1,21,Wetland,Wetland,PROPN,ORG_I
text291,1,22,Biosphere,Biosphere,PROPN,ORG_I
text291,1,23,Reserve,Reserve,PROPN,ORG_I
text291,1,24,(,(,PUNCT,
text291,1,25,Tabasco,Tabasco,PROPN,GPE_B
text291,1,26,",",",",PUNCT,
text291,1,27,Mexico,Mexico,PROPN,GPE_B
text291,1,28,),),PUNCT,
text291,1,29,face,face,VERB,
text291,1,30,the,the,DET,
text291,1,31,common,common,ADJ,
text291,1,32,-,-,PUNCT,
text291,1,33,pool,pool,NOUN,
text291,1,34,resource,resource,NOUN,
text291,1,35,dilemmas,dilemma,NOUN,
text291,1,36,",",",",PUNCT,
text291,1,37,such,such,ADJ,
text291,1,38,as,as,ADP,
text291,1,39,competition,competition,NOUN,
text291,1,40,for,for,ADP,
text291,1,41,fishing,fishing,NOUN,
text291,1,42,areas,area,NOUN,
text291,1,43,and,and,CCONJ,
text291,1,44,spots,spot,NOUN,
text291,1,45,",",",",PUNCT,
text291,1,46,physical,physical,ADJ,
text291,1,47,interferences,interference,NOUN,
text291,1,48,",",",",PUNCT,
text291,1,49,and,and,CCONJ,
text291,1,50,the,the,DET,
text291,1,51,diminution,diminution,NOUN,
text291,1,52,of,of,ADP,
text291,1,53,communitarian,communitarian,ADJ,
text291,1,54,benefits,benefit,NOUN,
text291,1,55,.,.,PUNCT,
text291,2,1,Moreover,moreover,ADV,
text291,2,2,",",",",PUNCT,
text291,2,3,we,we,PRON,
text291,2,4,assess,assess,VERB,
text291,2,5,the,the,DET,
text291,2,6,relation,relation,NOUN,
text291,2,7,between,between,ADP,
text291,2,8,the,the,DET,
text291,2,9,degree,degree,NOUN,
text291,2,10,of,of,ADP,
text291,2,11,self,self,NOUN,
text291,2,12,-,-,PUNCT,
text291,2,13,management,management,NOUN,
text291,2,14,and,and,CCONJ,
text291,2,15,fishery,fishery,NOUN,
text291,2,16,parameters,parameter,NOUN,
text291,2,17,(,(,PUNCT,
text291,2,18,e.g.,e.g.,ADV,
text291,2,19,",",",",PUNCT,
text291,2,20,species,specie,NOUN,
text291,2,21,catch,catch,NOUN,
text291,2,22,rates,rate,NOUN,
text291,2,23,and,and,CCONJ,
text291,2,24,capture,capture,NOUN,
text291,2,25,size,size,NOUN,
text291,2,26,",",",",PUNCT,
text291,2,27,gear,gear,NOUN,
text291,2,28,efficiency,efficiency,NOUN,
text291,2,29,),),PUNCT,
text291,2,30,.,.,PUNCT,
text291,3,1,Based,base,VERB,
text291,3,2,on,on,ADP,
text291,3,3,the,the,DET,
text291,3,4,fishermen,fisherman,NOUN,
text291,3,5,'s,'s,PART,
text291,3,6,self,self,NOUN,
text291,3,7,-,-,PUNCT,
text291,3,8,organization,organization,NOUN,
text291,3,9,capacity,capacity,NOUN,
text291,3,10,we,we,PRON,
text291,3,11,identified,identify,VERB,
text291,3,12,three,three,NUM,CARDINAL_B
text291,3,13,organizational,organizational,ADJ,
text291,3,14,levels,level,NOUN,
text291,3,15,:,:,PUNCT,
text291,3,16,low,low,ADJ,
text291,3,17,",",",",PUNCT,
text291,3,18,medium,medium,ADJ,
text291,3,19,",",",",PUNCT,
text291,3,20,and,and,CCONJ,
text291,3,21,high,high,ADJ,
text291,3,22,.,.,PUNCT,
text291,4,1,Low,low,ADJ,
text291,4,2,impact,impact,NOUN,
text291,4,3,fishing,fishing,NOUN,
text291,4,4,gear,gear,NOUN,
text291,4,5,(,(,PUNCT,
text291,4,6,e.g.,e.g.,ADV,
text291,4,7,",",",",PUNCT,
text291,4,8,hooks,hook,NOUN,
text291,4,9,",",",",PUNCT,
text291,4,10,fishing,fishing,NOUN,
text291,4,11,-,-,PUNCT,
text291,4,12,spear,spear,NOUN,
text291,4,13,),),PUNCT,
text291,4,14,and,and,CCONJ,
text291,4,15,low,low,ADJ,
text291,4,16,fishing,fishing,NOUN,
text291,4,17,effort,effort,NOUN,
text291,4,18,(,(,PUNCT,
text291,4,19,3.19,3.19,NUM,CARDINAL_B
text291,4,20,+,+,NUM,
text291,4,21,/-,/-,NUM,
text291,4,22,1.41,1.41,NUM,CARDINAL_B
text291,4,23,h,h,NOUN,
text291,4,24,per,per,ADP,
text291,4,25,fishing,fishing,NOUN,
text291,4,26,trip,trip,NOUN,
text291,4,27,),),PUNCT,
text291,4,28,were,be,AUX,
text291,4,29,characteristic,characteristic,ADJ,
text291,4,30,of,of,ADP,
text291,4,31,organizations,organization,NOUN,
text291,4,32,with,with,ADP,
text291,4,33,a,a,DET,
text291,4,34,high,high,ADJ,
text291,4,35,level,level,NOUN,
text291,4,36,of,of,ADP,
text291,4,37,self,self,NOUN,
text291,4,38,-,-,PUNCT,
text291,4,39,organization,organization,NOUN,
text291,4,40,",",",",PUNCT,
text291,4,41,associated,associate,VERB,
text291,4,42,with,with,ADP,
text291,4,43,closed,closed,ADJ,
text291,4,44,fishing,fishing,NOUN,
text291,4,45,areas,area,NOUN,
text291,4,46,.,.,PUNCT,
text291,5,1,By,by,ADP,
text291,5,2,contrast,contrast,NOUN,
text291,5,3,",",",",PUNCT,
text291,5,4,organizations,organization,NOUN,
text291,5,5,with,with,ADP,
text291,5,6,low,low,ADJ,
text291,5,7,and,and,CCONJ,
text291,5,8,medium,medium,ADJ,
text291,5,9,levels,level,NOUN,
text291,5,10,of,of,ADP,
text291,5,11,organization,organization,NOUN,
text291,5,12,",",",",PUNCT,
text291,5,13,predominantly,predominantly,ADV,
text291,5,14,found,find,VERB,
text291,5,15,in,in,ADP,
text291,5,16,open,open,ADJ,
text291,5,17,-,-,PUNCT,
text291,5,18,access,access,NOUN,
text291,5,19,areas,area,NOUN,
text291,5,20,",",",",PUNCT,
text291,5,21,were,be,AUX,
text291,5,22,mainly,mainly,ADV,
text291,5,23,characterized,characterize,VERB,
text291,5,24,by,by,ADP,
text291,5,25,the,the,DET,
text291,5,26,use,use,NOUN,
text291,5,27,of,of,ADP,
text291,5,28,gillnets,gillnet,NOUN,
text291,5,29,and,and,CCONJ,
text291,5,30,high,high,ADJ,
text291,5,31,fishing,fishing,NOUN,
text291,5,32,effort,effort,NOUN,
text291,5,33,(,(,PUNCT,
text291,5,34,6.17,6.17,NUM,DATE_B
text291,5,35,+,+,SYM,DATE_I
text291,5,36,/-,/-,SYM,
text291,5,37,4.35,4.35,NUM,CARDINAL_B
text291,5,38,h,h,NOUN,
text291,5,39,per,per,ADP,
text291,5,40,fishing,fishing,NOUN,
text291,5,41,trip,trip,NOUN,
text291,5,42,),),PUNCT,
text291,5,43,.,.,PUNCT,
text291,6,1,Higher,high,ADJ,
text291,6,2,catch,catch,NOUN,
text291,6,3,rates,rate,NOUN,
text291,6,4,(,(,PUNCT,
text291,6,5,e.g.,e.g.,ADV,
text291,6,6,",",",",PUNCT,
text291,6,7,for,for,ADP,
text291,6,8,the,the,DET,
text291,6,9,species,species,NOUN,
text291,6,10,Centropomus,Centropomus,PROPN,PERSON_B
text291,6,11,undecimalis,undecimalis,PROPN,
text291,6,12,[,[,X,
text291,6,13,},},X,
text291,6,14,1.93,1.93,NUM,CARDINAL_B
text291,6,15,+,+,NUM,
text291,6,16,/-,/-,NUM,
text291,6,17,1.40,1.40,NUM,QUANTITY_B
text291,6,18,kg,kg,PROPN,QUANTITY_I
text291,6,19,trip(-1,trip(-1,NOUN,
text291,6,20,),),PUNCT,
text291,6,21,h(-1,h(-1,PROPN,
text291,6,22,),),PUNCT,
text291,6,23,],],PUNCT,
text291,6,24,and,and,CCONJ,
text291,6,25,Cichlasoma,Cichlasoma,PROPN,ORG_B
text291,6,26,urophthalmum,urophthalmum,NOUN,
text291,6,27,{,{,PUNCT,
text291,6,28,[,[,X,
text291,6,29,},},X,
text291,6,30,1.78,1.78,NUM,CARDINAL_B
text291,6,31,+,+,NUM,
text291,6,32,/-,/-,NUM,
text291,6,33,1.52,1.52,NUM,QUANTITY_B
text291,6,34,kg,kg,PROPN,QUANTITY_I
text291,6,35,trip(-1,trip(-1,PROPN,
text291,6,36,),),PUNCT,
text291,6,37,h(-1,h(-1,PROPN,
text291,6,38,),),PUNCT,
text291,6,39,],],PUNCT,
text291,6,40,),),PUNCT,
text291,6,41,were,be,AUX,
text291,6,42,observed,observe,VERB,
text291,6,43,in,in,ADP,
text291,6,44,organizations,organization,NOUN,
text291,6,45,with,with,ADP,
text291,6,46,a,a,DET,
text291,6,47,high,high,ADJ,
text291,6,48,organizational,organizational,ADJ,
text291,6,49,level,level,NOUN,
text291,6,50,.,.,PUNCT,
text291,7,1,Fishery,fishery,NOUN,
text291,7,2,strategies,strategy,NOUN,
text291,7,3,and,and,CCONJ,
text291,7,4,fishery,fishery,NOUN,
text291,7,5,parameters,parameter,NOUN,
text291,7,6,were,be,AUX,
text291,7,7,different,different,ADJ,
text291,7,8,among,among,ADP,
text291,7,9,organizations,organization,NOUN,
text291,7,10,with,with,ADP,
text291,7,11,different,different,ADJ,
text291,7,12,self,self,NOUN,
text291,7,13,-,-,PUNCT,
text291,7,14,organizational,organizational,ADJ,
text291,7,15,levels,level,NOUN,
text291,7,16,as,as,SCONJ,
text291,7,17,indicated,indicate,VERB,
text291,7,18,by,by,ADP,
text291,7,19,a,a,DET,
text291,7,20,multivariate,multivariate,NOUN,
text291,7,21,redundancy,redundancy,NOUN,
text291,7,22,analysis,analysis,NOUN,
text291,7,23,.,.,PUNCT,
text291,8,1,The,the,DET,
text291,8,2,self,self,NOUN,
text291,8,3,-,-,PUNCT,
text291,8,4,organization,organization,NOUN,
text291,8,5,of,of,ADP,
text291,8,6,SSF,SSF,PROPN,ORG_B
text291,8,7,to,to,PART,
text291,8,8,manage,manage,VERB,
text291,8,9,fishery,fishery,NOUN,
text291,8,10,resources,resource,NOUN,
text291,8,11,can,can,AUX,
text291,8,12,be,be,AUX,
text291,8,13,a,a,DET,
text291,8,14,valuable,valuable,ADJ,
text291,8,15,tool,tool,NOUN,
text291,8,16,for,for,ADP,
text291,8,17,the,the,DET,
text291,8,18,conservation,conservation,NOUN,
text291,8,19,of,of,ADP,
text291,8,20,natural,natural,ADJ,
text291,8,21,resources,resource,NOUN,
text291,8,22,in,in,ADP,
text291,8,23,small,small,ADJ,
text291,8,24,-,-,PUNCT,
text291,8,25,scale,scale,NOUN,
text291,8,26,inland,inland,NOUN,
text291,8,27,fisheries,fishery,NOUN,
text291,8,28,",",",",PUNCT,
text291,8,29,reducing,reduce,VERB,
text291,8,30,vulnerability,vulnerability,NOUN,
text291,8,31,to,to,PART,
text291,8,32,adverse,adverse,VERB,
text291,8,33,external,external,ADJ,
text291,8,34,factors,factor,NOUN,
text291,8,35,.,.,PUNCT,
text291,9,1,Moreover,moreover,ADV,
text291,9,2,",",",",PUNCT,
text291,9,3,it,it,PRON,
text291,9,4,provides,provide,VERB,
text291,9,5,an,an,DET,
text291,9,6,economic,economic,ADJ,
text291,9,7,reserve,reserve,NOUN,
text291,9,8,against,against,ADP,
text291,9,9,regional,regional,ADJ,
text291,9,10,and,and,CCONJ,
text291,9,11,national,national,ADJ,
text291,9,12,economic,economic,ADJ,
text291,9,13,and,and,CCONJ,
text291,9,14,political,political,ADJ,
text291,9,15,reforms,reform,NOUN,
text291,9,16,.,.,PUNCT,
text291,10,1,(,(,PUNCT,
text291,10,2,C,c,NOUN,
text291,10,3,),),PUNCT,
text291,10,4,2013,2013,NUM,
text291,11,1,Elsevier,elsevi,ADJ,
text291,11,2,Ltd.,Ltd.,PROPN,
text291,12,1,All,all,DET,
text291,12,2,rights,right,NOUN,
text291,12,3,reserved,reserve,VERB,
text291,12,4,.,.,PUNCT,
text292,1,1,We,we,PRON,
text292,1,2,examined,examine,VERB,
text292,1,3,the,the,DET,
text292,1,4,principal,principal,ADJ,
text292,1,5,effects,effect,NOUN,
text292,1,6,of,of,ADP,
text292,1,7,different,different,ADJ,
text292,1,8,information,information,NOUN,
text292,1,9,network,network,NOUN,
text292,1,10,topologies,topology,NOUN,
text292,1,11,for,for,ADP,
text292,1,12,local,local,ADJ,
text292,1,13,adaptive,adaptive,ADJ,
text292,1,14,management,management,NOUN,
text292,1,15,of,of,ADP,
text292,1,16,natural,natural,ADJ,
text292,1,17,resources,resource,NOUN,
text292,1,18,.,.,PUNCT,
text292,2,1,We,we,PRON,
text292,2,2,used,use,VERB,
text292,2,3,computerized,computerized,ADJ,
text292,2,4,agents,agent,NOUN,
text292,2,5,with,with,ADP,
text292,2,6,adaptive,adaptive,ADJ,
text292,2,7,decision,decision,NOUN,
text292,2,8,algorithms,algorithm,VERB,
text292,2,9,with,with,ADP,
text292,2,10,the,the,DET,
text292,2,11,following,follow,VERB,
text292,2,12,three,three,NUM,CARDINAL_B
text292,2,13,fundamental,fundamental,ADJ,
text292,2,14,constraints,constraint,NOUN,
text292,2,15,:,:,PUNCT,
text292,2,16,(,(,PUNCT,
text292,2,17,1,1,X,CARDINAL_B
text292,2,18,),),PUNCT,
text292,2,19,Complete,complete,VERB,
text292,2,20,understanding,understanding,NOUN,
text292,2,21,of,of,ADP,
text292,2,22,the,the,DET,
text292,2,23,processes,process,NOUN,
text292,2,24,maintaining,maintain,VERB,
text292,2,25,the,the,DET,
text292,2,26,natural,natural,ADJ,
text292,2,27,resource,resource,NOUN,
text292,2,28,can,can,AUX,
text292,2,29,never,never,ADV,
text292,2,30,be,be,AUX,
text292,2,31,achieved,achieve,VERB,
text292,2,32,",",",",PUNCT,
text292,2,33,(,(,PUNCT,
text292,2,34,2,2,NUM,CARDINAL_B
text292,2,35,),),PUNCT,
text292,2,36,agents,agent,NOUN,
text292,2,37,can,can,AUX,
text292,2,38,only,only,ADV,
text292,2,39,learn,learn,VERB,
text292,2,40,by,by,ADP,
text292,2,41,experimentation,experimentation,NOUN,
text292,2,42,and,and,CCONJ,
text292,2,43,information,information,NOUN,
text292,2,44,sharing,sharing,NOUN,
text292,2,45,",",",",PUNCT,
text292,2,46,and,and,CCONJ,
text292,2,47,(,(,PUNCT,
text292,2,48,3,3,NUM,CARDINAL_B
text292,2,49,),),PUNCT,
text292,2,50,memory,memory,NOUN,
text292,2,51,is,be,AUX,
text292,2,52,limited,limited,ADJ,
text292,2,53,.,.,PUNCT,
text292,3,1,The,the,DET,
text292,3,2,agents,agent,NOUN,
text292,3,3,were,be,AUX,
text292,3,4,given,give,VERB,
text292,3,5,the,the,DET,
text292,3,6,task,task,NOUN,
text292,3,7,to,to,PART,
text292,3,8,manage,manage,VERB,
text292,3,9,a,a,DET,
text292,3,10,system,system,NOUN,
text292,3,11,that,that,PRON,
text292,3,12,had,have,VERB,
text292,3,13,two,two,NUM,CARDINAL_B
text292,3,14,states,state,NOUN,
text292,3,15,:,:,PUNCT,
text292,3,16,one,one,NUM,
text292,3,17,that,that,PRON,
text292,3,18,provided,provide,VERB,
text292,3,19,high,high,ADJ,
text292,3,20,utility,utility,NOUN,
text292,3,21,returns,return,NOUN,
text292,3,22,(,(,PUNCT,
text292,3,23,desired,desire,VERB,
text292,3,24,),),PUNCT,
text292,3,25,and,and,CCONJ,
text292,3,26,one,one,NOUN,
text292,3,27,that,that,PRON,
text292,3,28,provided,provide,VERB,
text292,3,29,low,low,ADJ,
text292,3,30,returns,return,NOUN,
text292,3,31,(,(,PUNCT,
text292,3,32,undesired,undesired,ADJ,
text292,3,33,),),PUNCT,
text292,3,34,.,.,PUNCT,
text292,4,1,In,in,ADP,
text292,4,2,addition,addition,NOUN,
text292,4,3,",",",",PUNCT,
text292,4,4,the,the,DET,
text292,4,5,threshold,threshold,NOUN,
text292,4,6,between,between,ADP,
text292,4,7,the,the,DET,
text292,4,8,states,state,NOUN,
text292,4,9,was,be,AUX,
text292,4,10,close,close,ADJ,
text292,4,11,to,to,ADP,
